TAHUN;SEMESTER;MATAKULIAH;PERTANYAAN;KETERANGAN;NILAI
2018;1821;IS240 Probability and Statistic;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,19
2018;1821;IS240 Probability and Statistic;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,14
2018;1821;IS240 Probability and Statistic;7;Memberi review materi  perkuliahan sebelumnya;3,16
2018;1821;IS240 Probability and Statistic;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,24
2018;1821;IS240 Probability and Statistic;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,06
2018;1821;IS240 Probability and Statistic;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,09
2018;1821;IS240 Probability and Statistic;11;Kemampuan memotivasi semangat belajar mahasiswa;3,09
2018;1821;IS240 Probability and Statistic;12;Kemampuan menerima kritik, saran dan pendapat;3,15
2018;1821;IS240 Probability and Statistic;13;Fairness dalam memberikan penilaian;3,22
2018;1821;IS240 Probability and Statistic;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,24
2018;1821;IS251 Organizational Behavior;1;Kesiapan memberikan perkuliahan/praktikum;3,84
2018;1821;IS251 Organizational Behavior;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,87
2018;1821;IS251 Organizational Behavior;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,84
2018;1821;IS251 Organizational Behavior;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,86
2018;1821;IS251 Organizational Behavior;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,83
2018;1821;IS251 Organizational Behavior;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,81
2018;1821;IS251 Organizational Behavior;7;Memberi review materi  perkuliahan sebelumnya;3,81
2018;1821;IS251 Organizational Behavior;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,83
2018;1821;IS251 Organizational Behavior;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,84
2018;1821;IS251 Organizational Behavior;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,81
2018;1821;IS251 Organizational Behavior;11;Kemampuan memotivasi semangat belajar mahasiswa;3,86
2018;1821;IS251 Organizational Behavior;12;Kemampuan menerima kritik, saran dan pendapat;3,81
2018;1821;IS251 Organizational Behavior;13;Fairness dalam memberikan penilaian;3,87
2018;1821;IS251 Organizational Behavior;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,83
2018;1821;IS255 Algorithm and Data Structure;1;Kesiapan memberikan perkuliahan/praktikum;2,77
2018;1821;IS255 Algorithm and Data Structure;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;2,63
2018;1821;IS255 Algorithm and Data Structure;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;2,69
2018;1821;IS255 Algorithm and Data Structure;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;2,62
2018;1821;IS255 Algorithm and Data Structure;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;2,73
2018;1821;IS255 Algorithm and Data Structure;6;Pemakaian buku teks sebagai buku utama perkuliahan;2,61
2018;1821;IS255 Algorithm and Data Structure;7;Memberi review materi  perkuliahan sebelumnya;2,65
2018;1821;IS255 Algorithm and Data Structure;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);2,69
2018;1821;IS255 Algorithm and Data Structure;9;Kejelasan menjawab pertanyaan /diskusi di kelas;2,64
2018;1821;IS255 Algorithm and Data Structure;10;Pemberian tugas/kuis serta pembahasannya di kelas;2,60
2018;1821;IS255 Algorithm and Data Structure;11;Kemampuan memotivasi semangat belajar mahasiswa;2,58
2018;1821;IS255 Algorithm and Data Structure;12;Kemampuan menerima kritik, saran dan pendapat;2,58
2018;1821;IS255 Algorithm and Data Structure;13;Fairness dalam memberikan penilaian;2,63
2018;1821;IS255 Algorithm and Data Structure;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;2,79
2018;1821;IS403 Enterprise Resource Planning;1;Kesiapan memberikan perkuliahan/praktikum;3,45
2018;1821;IS403 Enterprise Resource Planning;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,42
2018;1821;IS403 Enterprise Resource Planning;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,38
2018;1821;IS403 Enterprise Resource Planning;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,46
2018;1821;IS403 Enterprise Resource Planning;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,43
2018;1821;IS403 Enterprise Resource Planning;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,28
2018;1821;IS403 Enterprise Resource Planning;7;Memberi review materi  perkuliahan sebelumnya;3,39
2018;1821;IS403 Enterprise Resource Planning;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,47
2018;1821;IS403 Enterprise Resource Planning;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,44
2018;1821;IS403 Enterprise Resource Planning;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,39
2018;1821;IS403 Enterprise Resource Planning;11;Kemampuan memotivasi semangat belajar mahasiswa;3,42
2018;1821;IS403 Enterprise Resource Planning;12;Kemampuan menerima kritik, saran dan pendapat;3,42
2018;1821;IS403 Enterprise Resource Planning;13;Fairness dalam memberikan penilaian;3,44
2018;1821;IS403 Enterprise Resource Planning;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,42
2018;1821;IS422 Advanced IS Analysis & Design;1;Kesiapan memberikan perkuliahan/praktikum;3,11
2018;1821;IS422 Advanced IS Analysis & Design;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,01
2018;1821;IS422 Advanced IS Analysis & Design;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,16
2018;1821;IS422 Advanced IS Analysis & Design;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,06
2018;1821;IS422 Advanced IS Analysis & Design;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,15
2018;1821;IS422 Advanced IS Analysis & Design;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,05
2018;1821;IS422 Advanced IS Analysis & Design;7;Memberi review materi  perkuliahan sebelumnya;3,14
2018;1821;IS422 Advanced IS Analysis & Design;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,19
2018;1821;IS422 Advanced IS Analysis & Design;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,12
2018;1821;IS422 Advanced IS Analysis & Design;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,10
2018;1821;IS422 Advanced IS Analysis & Design;11;Kemampuan memotivasi semangat belajar mahasiswa;3,01
2018;1821;IS422 Advanced IS Analysis & Design;12;Kemampuan menerima kritik, saran dan pendapat;3,12
2018;1821;IS422 Advanced IS Analysis & Design;13;Fairness dalam memberikan penilaian;3,17
2018;1821;IS422 Advanced IS Analysis & Design;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;2,92
2018;1821;IS431 Visual Programming;1;Kesiapan memberikan perkuliahan/praktikum;3,14
2018;1821;IS431 Visual Programming;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,07
2018;1821;IS431 Visual Programming;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,14
2018;1821;IS431 Visual Programming;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,09
2018;1821;IS431 Visual Programming;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,13
2018;1821;IS431 Visual Programming;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,11
2018;1821;IS431 Visual Programming;7;Memberi review materi  perkuliahan sebelumnya;3,12
2018;1821;IS431 Visual Programming;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,13
2018;1821;IS431 Visual Programming;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,10
2018;1821;IS431 Visual Programming;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,13
2018;1821;IS431 Visual Programming;11;Kemampuan memotivasi semangat belajar mahasiswa;3,07
2018;1821;IS431 Visual Programming;12;Kemampuan menerima kritik, saran dan pendapat;3,12
2018;1821;IS431 Visual Programming;13;Fairness dalam memberikan penilaian;3,19
2018;1821;IS431 Visual Programming;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,16
2018;1821;IS545 Datawarehouse;1;Kesiapan memberikan perkuliahan/praktikum;3,46
2018;1821;IS545 Datawarehouse;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,43
2018;1821;IS545 Datawarehouse;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,44
2018;1821;IS545 Datawarehouse;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,43
2018;1821;IS545 Datawarehouse;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,42
2018;1821;IS545 Datawarehouse;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,42
2018;1821;IS545 Datawarehouse;7;Memberi review materi  perkuliahan sebelumnya;3,43
2018;1821;IS545 Datawarehouse;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,47
2018;1821;IS545 Datawarehouse;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,42
2018;1821;IS545 Datawarehouse;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,45
2018;1821;IS545 Datawarehouse;11;Kemampuan memotivasi semangat belajar mahasiswa;3,44
2018;1821;IS545 Datawarehouse;12;Kemampuan menerima kritik, saran dan pendapat;3,49
2018;1821;IS545 Datawarehouse;13;Fairness dalam memberikan penilaian;3,45
2018;1821;IS545 Datawarehouse;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,45
2018;1821;IS556 Web Design and Development;1;Kesiapan memberikan perkuliahan/praktikum;3,01
2018;1821;IS556 Web Design and Development;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;2,92
2018;1821;IS556 Web Design and Development;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;2,99
2018;1821;IS556 Web Design and Development;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;2,92
2018;1821;IS556 Web Design and Development;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,01
2018;1821;IS556 Web Design and Development;6;Pemakaian buku teks sebagai buku utama perkuliahan;2,86
2018;1821;IS556 Web Design and Development;7;Memberi review materi  perkuliahan sebelumnya;2,87
2018;1821;IS556 Web Design and Development;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);2,99
2018;1821;IS556 Web Design and Development;9;Kejelasan menjawab pertanyaan /diskusi di kelas;2,94
2018;1821;IS556 Web Design and Development;10;Pemberian tugas/kuis serta pembahasannya di kelas;2,91
2018;1821;IS556 Web Design and Development;11;Kemampuan memotivasi semangat belajar mahasiswa;2,81
2018;1821;IS556 Web Design and Development;12;Kemampuan menerima kritik, saran dan pendapat;2,90
2018;1821;IS556 Web Design and Development;13;Fairness dalam memberikan penilaian;2,79
2018;1821;IS556 Web Design and Development;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,07
2018;1821;IS623 Information System Project;1;Kesiapan memberikan perkuliahan/praktikum;3,36
2018;1821;IS623 Information System Project;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,33
2018;1821;IS623 Information System Project;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,30
2018;1821;IS623 Information System Project;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,33
2018;1821;IS623 Information System Project;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,28
2018;1821;IS623 Information System Project;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,25
2018;1821;IS623 Information System Project;7;Memberi review materi  perkuliahan sebelumnya;3,27
2018;1821;IS623 Information System Project;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,40
2018;1821;IS623 Information System Project;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,30
2018;1821;IS623 Information System Project;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,28
2018;1821;IS623 Information System Project;11;Kemampuan memotivasi semangat belajar mahasiswa;3,30
2018;1821;IS623 Information System Project;12;Kemampuan menerima kritik, saran dan pendapat;3,39
2018;1821;IS623 Information System Project;13;Fairness dalam memberikan penilaian;3,33
2018;1821;IS623 Information System Project;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,19
2018;1821;IS624 IS Advanced Topic;1;Kesiapan memberikan perkuliahan/praktikum;3,67
2018;1821;IS624 IS Advanced Topic;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,66
2018;1821;IS624 IS Advanced Topic;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,64
2018;1821;IS624 IS Advanced Topic;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,69
2018;1821;IS624 IS Advanced Topic;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,66
2018;1821;IS624 IS Advanced Topic;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,65
2018;1821;IS624 IS Advanced Topic;7;Memberi review materi  perkuliahan sebelumnya;3,64
2018;1821;IS624 IS Advanced Topic;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,69
2018;1821;IS624 IS Advanced Topic;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,70
2018;1821;IS624 IS Advanced Topic;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,67
2018;1821;IS624 IS Advanced Topic;11;Kemampuan memotivasi semangat belajar mahasiswa;3,67
2018;1821;IS624 IS Advanced Topic;12;Kemampuan menerima kritik, saran dan pendapat;3,65
2018;1821;IS624 IS Advanced Topic;13;Fairness dalam memberikan penilaian;3,70
2018;1821;IS624 IS Advanced Topic;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,67
2018;1821;IS645 Database Administration 1;1;Kesiapan memberikan perkuliahan/praktikum;3,49
2018;1821;IS645 Database Administration 1;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,46
2018;1821;IS645 Database Administration 1;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,46
2018;1821;IS645 Database Administration 1;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,43
2018;1821;IS645 Database Administration 1;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,48
2018;1821;IS645 Database Administration 1;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,49
2018;1821;IS645 Database Administration 1;7;Memberi review materi  perkuliahan sebelumnya;3,47
2018;1821;IS645 Database Administration 1;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,47
2018;1821;IS645 Database Administration 1;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,43
2018;1821;IS645 Database Administration 1;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,47
2018;1821;IS645 Database Administration 1;11;Kemampuan memotivasi semangat belajar mahasiswa;3,43
2018;1821;IS645 Database Administration 1;12;Kemampuan menerima kritik, saran dan pendapat;3,47
2018;1821;IS645 Database Administration 1;13;Fairness dalam memberikan penilaian;3,45
2018;1821;IS645 Database Administration 1;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,49
2018;1821;IS652 Seminars on Information Systems;1;Kesiapan memberikan perkuliahan/praktikum;3,55
2018;1821;IS652 Seminars on Information Systems;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,58
2018;1821;IS652 Seminars on Information Systems;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,55
2018;1821;IS652 Seminars on Information Systems;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,56
2018;1821;IS652 Seminars on Information Systems;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,57
2018;1821;IS652 Seminars on Information Systems;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,48
2018;1821;IS652 Seminars on Information Systems;7;Memberi review materi  perkuliahan sebelumnya;3,52
2018;1821;IS652 Seminars on Information Systems;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,55
2018;1821;IS652 Seminars on Information Systems;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,51
2018;1821;IS652 Seminars on Information Systems;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,53
2018;1821;IS652 Seminars on Information Systems;11;Kemampuan memotivasi semangat belajar mahasiswa;3,56
2018;1821;IS652 Seminars on Information Systems;12;Kemampuan menerima kritik, saran dan pendapat;3,50
2018;1821;IS652 Seminars on Information Systems;13;Fairness dalam memberikan penilaian;3,58
